municipality_code,municipality,date,population_density,population,area_m2
08337059GEMI,Ibach,2022-12-31,15,327,21377863
08337059GEMI,Ibach,2023-12-31,16,340,21377865
08337059GEMI,Ibach,2024-12-31,16,337,21377863
08337060GEMI,Jestetten,2022-12-31,254,5236,20615239
08337060GEMI,Jestetten,2023-12-31,256,5284,20615239
08337060GEMI,Jestetten,2024-12-31,257,5290,20615239
08337062GEMI,Klettgau,2022-12-31,163,7479,45867229
08337062GEMI,Klettgau,2023-12-31,164,7519,45867227
08337062GEMI,Klettgau,2024-12-31,162,7445,45867224
08337065GEMI,Lauchringen,2022-12-31,629,8029,12765838
08337065GEMI,Lauchringen,2023-12-31,633,8078,12765854
08337065GEMI,Lauchringen,2024-12-31,637,8137,12765853
08337066GEMI,"Laufenburg (Baden), Stadt",2022-12-31,390,9183,23566200
08337066GEMI,"Laufenburg (Baden), Stadt",2023-12-31,392,9229,23566205
08337066GEMI,"Laufenburg (Baden), Stadt",2024-12-31,396,9335,23566195
08337070GEMI,Lottstetten,2022-12-31,168,2250,13394988
08337070GEMI,Lottstetten,2023-12-31,172,2305,13394987
08337070GEMI,Lottstetten,2024-12-31,173,2313,13394989
08337076GEMI,Murg,2022-12-31,328,6853,20906787
08337076GEMI,Murg,2023-12-31,330,6903,20906786
08337076GEMI,Murg,2024-12-31,330,6900,20906788
08337090GEMI,Rickenbach,2022-12-31,110,3803,34650001
08337090GEMI,Rickenbach,2023-12-31,110,3823,34650005
08337090GEMI,Rickenbach,2024-12-31,109,3764,34650000
08337096GEMI,"Bad Säckingen, Stadt",2022-12-31,700,17733,25349966
08337096GEMI,"Bad Säckingen, Stadt",2023-12-31,699,17713,25349966
08337096GEMI,"Bad Säckingen, Stadt",2024-12-31,701,17767,25349963
08337097GEMI,"St. Blasien, Stadt",2022-12-31,70,3807,54409127
08337097GEMI,"St. Blasien, Stadt",2023-12-31,71,3848,54409128
08337097GEMI,"St. Blasien, Stadt",2024-12-31,70,3818,54409132
08337106GEMI,"Stühlingen, Stadt",2022-12-31,58,5391,93200064
08337106GEMI,"Stühlingen, Stadt",2023-12-31,58,5384,93198625
08337106GEMI,"Stühlingen, Stadt",2024-12-31,57,5351,93198633
08337108GEMI,Todtmoos,2022-12-31,69,1930,28087431
08337108GEMI,Todtmoos,2023-12-31,71,1992,28087431
08337108GEMI,Todtmoos,2024-12-31,69,1938,28087435
08337116GEMI,"Wehr, Stadt",2022-12-31,365,13019,35637672
08337116GEMI,"Wehr, Stadt",2023-12-31,365,13022,35637672
08337116GEMI,"Wehr, Stadt",2024-12-31,368,13126,35637662
08337118GEMI,Weilheim,2022-12-31,87,3104,35650695
08337118GEMI,Weilheim,2023-12-31,88,3132,35650693
08337118GEMI,Weilheim,2024-12-31,89,3167,35650694
08337123GEMI,Wutöschingen,2022-12-31,255,6738,26474171
08337123GEMI,Wutöschingen,2023-12-31,255,6738,26474160
08337123GEMI,Wutöschingen,2024-12-31,254,6726,26474162
08337124GEMI,Eggingen,2022-12-31,125,1749,13949788
08337124GEMI,Eggingen,2023-12-31,126,1757,13951223
08337124GEMI,Eggingen,2024-12-31,126,1762,13951221
08337125GEMI,Küssaberg,2022-12-31,210,5494,26165944
08337125GEMI,Küssaberg,2023-12-31,211,5510,26165942
08337125GEMI,Küssaberg,2024-12-31,211,5520,26165944
08337126GEMI,"Waldshut-Tiengen, Stadt",2022-12-31,316,24606,77964695
08337126GEMI,"Waldshut-Tiengen, Stadt",2023-12-31,322,25137,77964698
08337126GEMI,"Waldshut-Tiengen, Stadt",2024-12-31,321,25019,77964697
08337127GEMI,Wutach,2022-12-31,39,1185,30514622
08337127GEMI,Wutach,2023-12-31,39,1195,30514623
08337127GEMI,Wutach,2024-12-31,39,1192,30514613
08337128GEMI,Ühlingen-Birkendorf,2022-12-31,68,5270,77075770
08337128GEMI,Ühlingen-Birkendorf,2023-12-31,68,5272,77075770
08337128GEMI,Ühlingen-Birkendorf,2024-12-31,68,5255,77075758
08415014GEMI,Dettingen an der Erms,2022-12-31,623,9847,15793908
08415014GEMI,Dettingen an der Erms,2023-12-31,638,10076,15793907
08415014GEMI,Dettingen an der Erms,2024-12-31,633,9993,15793885
08415019GEMI,Eningen unter Achalm,2022-12-31,498,11514,23130249
08415019GEMI,Eningen unter Achalm,2023-12-31,503,11646,23130249
08415019GEMI,Eningen unter Achalm,2024-12-31,497,11506,23130254
08415027GEMI,Gomadingen,2022-12-31,47,2132,45829074
08415027GEMI,Gomadingen,2023-12-31,48,2213,45829076
08415027GEMI,Gomadingen,2024-12-31,48,2200,45829075
08415028GEMI,Grabenstetten,2022-12-31,118,1711,14532173
08415028GEMI,Grabenstetten,2023-12-31,118,1713,14532171
08415028GEMI,Grabenstetten,2024-12-31,119,1726,14532171
08415029GEMI,Grafenberg,2022-12-31,770,2696,3502810
08415029GEMI,Grafenberg,2023-12-31,761,2666,3502811
08415029GEMI,Grafenberg,2024-12-31,751,2632,3502810
08415034GEMI,"Hayingen, Stadt",2022-12-31,35,2188,63368016
08415034GEMI,"Hayingen, Stadt",2023-12-31,35,2229,63368013
08415034GEMI,"Hayingen, Stadt",2024-12-31,35,2211,63368019
08415039GEMI,Hülben,2022-12-31,476,3050,6406084
08415039GEMI,Hülben,2023-12-31,490,3142,6406085
08415039GEMI,Hülben,2024-12-31,489,3135,6406085
08415048GEMI,Mehrstetten,2022-12-31,85,1455,17100485
08415048GEMI,Mehrstetten,2023-12-31,86,1478,17100485
08415048GEMI,Mehrstetten,2024-12-31,88,1502,17100486
08415050GEMI,"Metzingen, Stadt",2022-12-31,669,23106,34547213
08415050GEMI,"Metzingen, Stadt",2023-12-31,669,23118,34547215
08415050GEMI,"Metzingen, Stadt",2024-12-31,671,23178,34547241
08415053GEMI,"Münsingen, Stadt",2022-12-31,125,14633,116930070
08415053GEMI,"Münsingen, Stadt",2023-12-31,126,14744,116930215
08415053GEMI,"Münsingen, Stadt",2024-12-31,126,14772,116930214
08415058GEMI,Pfronstetten,2022-12-31,28,1505,54090192
08415058GEMI,Pfronstetten,2023-12-31,28,1518,54090192
08415058GEMI,Pfronstetten,2024-12-31,28,1523,54090189
08415059GEMI,"Pfullingen, Stadt",2022-12-31,643,19383,30143943
08415059GEMI,"Pfullingen, Stadt",2023-12-31,650,19604,30143941
08415059GEMI,"Pfullingen, Stadt",2024-12-31,655,19759,30143951
08415060GEMI,Pliezhausen,2022-12-31,572,9898,17307661
08415060GEMI,Pliezhausen,2023-12-31,570,9866,17307662
08415060GEMI,Pliezhausen,2024-12-31,567,9821,17307661
08415061GEMI,"Reutlingen, Stadt",2022-12-31,1352,117700,87040690
08415061GEMI,"Reutlingen, Stadt",2023-12-31,1365,118770,87041155
08415061GEMI,"Reutlingen, Stadt",2024-12-31,1365,118852,87041190
08415062GEMI,Riederich,2022-12-31,918,4258,4636791
08415062GEMI,Riederich,2023-12-31,912,4231,4636805
08415062GEMI,Riederich,2024-12-31,907,4206,4636806
08415073GEMI,"Trochtelfingen, Stadt",2022-12-31,79,6223,79200111
08415073GEMI,"Trochtelfingen, Stadt",2023-12-31,79,6246,79200111
08415073GEMI,"Trochtelfingen, Stadt",2024-12-31,79,6264,79200114
08415078GEMI,"Bad Urach, Stadt",2022-12-31,231,12828,55423370
08415078GEMI,"Bad Urach, Stadt",2023-12-31,230,12774,55423366
08415078GEMI,"Bad Urach, Stadt",2024-12-31,230,12751,55423374
08415080GEMI,Wannweil,2022-12-31,984,5249,5335700
08415080GEMI,Wannweil,2023-12-31,996,5313,5335700
08415080GEMI,Wannweil,2024-12-31,1003,5352,5335705
08415085GEMI,Zwiefalten,2022-12-31,50,2285,45393521
08415085GEMI,Zwiefalten,2023-12-31,51,2309,45393522
08415085GEMI,Zwiefalten,2024-12-31,51,2305,45393523
08415087GEMI,Walddorfhäslach,2022-12-31,375,5413,14441758
08415087GEMI,Walddorfhäslach,2023-12-31,378,5459,14441756
08415087GEMI,Walddorfhäslach,2024-12-31,378,5457,14441761
08415088GEMI,Römerstein,2022-12-31,88,4046,46036385
08415088GEMI,Römerstein,2023-12-31,88,4067,46036385
08415088GEMI,Römerstein,2024-12-31,89,4094,46036383
08415089GEMI,Engstingen,2022-12-31,162,5102,31521493
08415089GEMI,Engstingen,2023-12-31,161,5079,31521492
08415089GEMI,Engstingen,2024-12-31,160,5041,31521499
08415090GEMI,Hohenstein,2022-12-31,61,3758,61714371
08415090GEMI,Hohenstein,2023-12-31,62,3803,61714374
08415090GEMI,Hohenstein,2024-12-31,61,3788,61714379
08415091GEMI,Sonnenbühl,2022-12-31,115,7038,61254477
08415091GEMI,Sonnenbühl,2023-12-31,115,7023,61254478
08415091GEMI,Sonnenbühl,2024-12-31,115,7022,61254463
08415092GEMI,Lichtenstein,2022-12-31,267,9143,34238599
08415092GEMI,Lichtenstein,2023-12-31,267,9131,34238602
08415092GEMI,Lichtenstein,2024-12-31,268,9191,34238608
08415093GEMI,St. Johann,2022-12-31,88,5174,58922694
08415093GEMI,St. Johann,2023-12-31,88,5167,58922693
08415093GEMI,St. Johann,2024-12-31,88,5202,58922692
08416006GEMI,Bodelshausen,2022-12-31,412,5698,13825386
08416006GEMI,Bodelshausen,2023-12-31,419,5796,13825384
08416006GEMI,Bodelshausen,2024-12-31,420,5805,13825388
08416009GEMI,Dettenhausen,2022-12-31,501,5515,11015173
08416009GEMI,Dettenhausen,2023-12-31,506,5570,11015172
08416009GEMI,Dettenhausen,2024-12-31,503,5543,11015175
08416011GEMI,Dußlingen,2022-12-31,469,6124,13049910
08416011GEMI,Dußlingen,2023-12-31,469,6118,13049909
08416011GEMI,Dußlingen,2024-12-31,471,6153,13049912
08416015GEMI,Gomaringen,2022-12-31,524,9068,17319414
08416015GEMI,Gomaringen,2023-12-31,525,9093,17319415
08416015GEMI,Gomaringen,2024-12-31,524,9080,17319420
08416018GEMI,Hirrlingen,2022-12-31,245,3141,12826454
08416018GEMI,Hirrlingen,2023-12-31,246,3151,12826454
08416018GEMI,Hirrlingen,2024-12-31,243,3123,12826455
08416022GEMI,Kirchentellinsfurt,2022-12-31,502,5520,10989821
08416022GEMI,Kirchentellinsfurt,2023-12-31,506,5563,10989817
08416022GEMI,Kirchentellinsfurt,2024-12-31,500,5492,10989820
08416023GEMI,Kusterdingen,2022-12-31,359,8714,24242461
08416023GEMI,Kusterdingen,2023-12-31,367,8890,24242460
08416023GEMI,Kusterdingen,2024-12-31,372,9016,24242461
08416025GEMI,"Mössingen, Stadt",2022-12-31,433,21684,50025595
08416025GEMI,"Mössingen, Stadt",2023-12-31,435,21766,50025670
08416025GEMI,"Mössingen, Stadt",2024-12-31,435,21751,50025681
08416026GEMI,Nehren,2022-12-31,513,4405,8580624
08416026GEMI,Nehren,2023-12-31,517,4439,8580623
08416026GEMI,Nehren,2024-12-31,512,4390,8580625
08416031GEMI,Ofterdingen,2022-12-31,357,5412,15152656
08416031GEMI,Ofterdingen,2023-12-31,363,5506,15152627
08416031GEMI,Ofterdingen,2024-12-31,363,5505,15152631
08416036GEMI,"Rottenburg am Neckar, Stadt",2022-12-31,319,45327,142265362
08416036GEMI,"Rottenburg am Neckar, Stadt",2023-12-31,320,45475,142265404
08416036GEMI,"Rottenburg am Neckar, Stadt",2024-12-31,321,45677,142265414
08416041GEMI,"Tübingen, Universitätsstadt",2022-12-31,841,90921,108069941
08416041GEMI,"Tübingen, Universitätsstadt",2023-12-31,849,91763,108069945
08416041GEMI,"Tübingen, Universitätsstadt",2024-12-31,854,92322,108069962
08416048GEMI,Ammerbuch,2022-12-31,237,11384,48040392
08416048GEMI,Ammerbuch,2023-12-31,240,11552,48040386
08416048GEMI,Ammerbuch,2024-12-31,240,11522,48040392
08416049GEMI,Neustetten,2022-12-31,237,3769,15874745
08416049GEMI,Neustetten,2023-12-31,242,3846,15874745
08416049GEMI,Neustetten,2024-12-31,239,3794,15874744
08416050GEMI,Starzach,2022-12-31,155,4305,27839719
08416050GEMI,Starzach,2023-12-31,157,4369,27839713
08416050GEMI,Starzach,2024-12-31,157,4373,27839710
08417002GEMI,"Balingen, Stadt",2022-12-31,391,35345,90324159
08417002GEMI,"Balingen, Stadt",2023-12-31,393,35474,90324160
08417002GEMI,"Balingen, Stadt",2024-12-31,394,35623,90324168
08417008GEMI,Bisingen,2022-12-31,292,9579,32834938
08417008GEMI,Bisingen,2023-12-31,292,9589,32834938
08417008GEMI,Bisingen,2024-12-31,290,9506,32834943
08417010GEMI,Bitz,2022-12-31,434,3827,8822487
08417010GEMI,Bitz,2023-12-31,432,3812,8822485
08417010GEMI,Bitz,2024-12-31,432,3812,8822487
08417013GEMI,"Burladingen, Stadt",2022-12-31,98,12134,123305001
08417013GEMI,"Burladingen, Stadt",2023-12-31,98,12131,123304998
08417013GEMI,"Burladingen, Stadt",2024-12-31,98,12124,123305005
08417014GEMI,Dautmergen,2022-12-31,100,455,4543254
08417014GEMI,Dautmergen,2023-12-31,99,452,4543253
08417014GEMI,Dautmergen,2024-12-31,101,459,4543252
08417015GEMI,Dormettingen,2022-12-31,166,1086,6553846
08417015GEMI,Dormettingen,2023-12-31,168,1101,6553847
08417015GEMI,Dormettingen,2024-12-31,164,1076,6553844
08417016GEMI,Dotternhausen,2022-12-31,182,1821,10006250
08417016GEMI,Dotternhausen,2023-12-31,181,1816,10006250
08417016GEMI,Dotternhausen,2024-12-31,184,1840,10006252
08417022GEMI,"Geislingen, Stadt",2022-12-31,184,5869,31955737
08417022GEMI,"Geislingen, Stadt",2023-12-31,185,5903,31955737
08417022GEMI,"Geislingen, Stadt",2024-12-31,184,5870,31955733
08417023GEMI,Grosselfingen,2022-12-31,135,2173,16150652
08417023GEMI,Grosselfingen,2023-12-31,136,2189,16150651
08417023GEMI,Grosselfingen,2024-12-31,136,2198,16150651
08417025GEMI,"Haigerloch, Stadt",2022-12-31,142,10840,76438375
08417025GEMI,"Haigerloch, Stadt",2023-12-31,143,10914,76438369
08417025GEMI,"Haigerloch, Stadt",2024-12-31,143,10930,76438372
08417029GEMI,Hausen am Tann,2022-12-31,59,497,8485518
08417029GEMI,Hausen am Tann,2023-12-31,58,493,8485518
08417029GEMI,Hausen am Tann,2024-12-31,58,491,8485516
08417031GEMI,"Hechingen, Stadt",2022-12-31,295,19623,66414215
08417031GEMI,"Hechingen, Stadt",2023-12-31,297,19692,66414130
08417031GEMI,"Hechingen, Stadt",2024-12-31,298,19807,66414139
08417036GEMI,Jungingen,2022-12-31,147,1369,9328926
08417036GEMI,Jungingen,2023-12-31,150,1403,9328927
08417036GEMI,Jungingen,2024-12-31,152,1419,9328925
08417044GEMI,"Meßstetten, Stadt",2022-12-31,147,11270,76802099
08417044GEMI,"Meßstetten, Stadt",2023-12-31,141,10822,76801985
08417044GEMI,"Meßstetten, Stadt",2024-12-31,139,10677,76802130
08417045GEMI,Nusplingen,2022-12-31,91,1887,20755795
08417045GEMI,Nusplingen,2023-12-31,92,1909,20755878
08417045GEMI,Nusplingen,2024-12-31,92,1910,20755878
08417047GEMI,Obernheim,2022-12-31,99,1491,15007751
08417047GEMI,Obernheim,2023-12-31,99,1488,15007866
08417047GEMI,Obernheim,2024-12-31,97,1458,15007725
08417051GEMI,Rangendingen,2022-12-31,246,5336,21664533
08417051GEMI,Rangendingen,2023-12-31,247,5343,21664532
08417051GEMI,Rangendingen,2024-12-31,247,5343,21664530
08417052GEMI,Ratshausen,2022-12-31,132,759,5761937
08417052GEMI,Ratshausen,2023-12-31,134,771,5761937
08417052GEMI,Ratshausen,2024-12-31,138,793,5761939
08417054GEMI,"Rosenfeld, Stadt",2022-12-31,125,6409,51106360
08417054GEMI,"Rosenfeld, Stadt",2023-12-31,126,6454,51106363
08417054GEMI,"Rosenfeld, Stadt",2024-12-31,125,6393,51106365
08417057GEMI,"Schömberg, Stadt",2022-12-31,201,4664,23253598
08417057GEMI,"Schömberg, Stadt",2023-12-31,205,4766,23253599
08417057GEMI,"Schömberg, Stadt",2024-12-31,207,4814,23253598
08417063GEMI,Straßberg,2022-12-31,99,2455,24909329
08417063GEMI,Straßberg,2023-12-31,100,2497,24909331
08417063GEMI,Straßberg,2024-12-31,99,2474,24909330
08417071GEMI,Weilen unter den Rinnen,2022-12-31,193,596,3082776
08417071GEMI,Weilen unter den Rinnen,2023-12-31,191,589,3082776
08417071GEMI,Weilen unter den Rinnen,2024-12-31,189,584,3082773
08417075GEMI,Winterlingen,2022-12-31,125,6334,50633978
08417075GEMI,Winterlingen,2023-12-31,125,6352,50633977
08417075GEMI,Winterlingen,2024-12-31,125,6339,50633980
08417078GEMI,Zimmern unter der Burg,2022-12-31,85,430,5043937
08417078GEMI,Zimmern unter der Burg,2023-12-31,91,460,5043937
08417078GEMI,Zimmern unter der Burg,2024-12-31,86,436,5043938
08417079GEMI,"Albstadt, Stadt",2022-12-31,346,46477,134397755
08417079GEMI,"Albstadt, Stadt",2023-12-31,349,46919,134397752
08417079GEMI,"Albstadt, Stadt",2024-12-31,349,46950,134397786
08421000GEMI,"Ulm, Universitätsstadt",2022-12-31,1078,127932,118680133
08421000GEMI,"Ulm, Universitätsstadt",2023-12-31,1087,128998,118680127
08421000GEMI,"Ulm, Universitätsstadt",2024-12-31,1094,129882,118680133
08425002GEMI,Allmendingen,2022-12-31,107,4909,45869420
08425002GEMI,Allmendingen,2023-12-31,107,4915,45869427
08425002GEMI,Allmendingen,2024-12-31,107,4927,45869425
08425004GEMI,Altheim,2022-12-31,74,574,7799749
08425004GEMI,Altheim,2023-12-31,73,569,7799750
08425004GEMI,Altheim,2024-12-31,75,582,7799753
08425005GEMI,Altheim (Alb),2022-12-31,66,1688,25770157
08425005GEMI,Altheim (Alb),2023-12-31,66,1692,25770157
08425005GEMI,Altheim (Alb),2024-12-31,68,1757,25770157
08425008GEMI,Amstetten,2022-12-31,83,4141,49801140
08425008GEMI,Amstetten,2023-12-31,84,4190,49801153
08425008GEMI,Amstetten,2024-12-31,84,4208,49801116
08425011GEMI,Asselfingen,2022-12-31,80,1026,12860406
08425011GEMI,Asselfingen,2023-12-31,80,1030,12860405
08425011GEMI,Asselfingen,2024-12-31,80,1030,12860403
08425013GEMI,Ballendorf,2022-12-31,49,695,14217865
08425013GEMI,Ballendorf,2023-12-31,48,687,14217888
08425013GEMI,Ballendorf,2024-12-31,49,696,14217887
08425014GEMI,Beimerstetten,2022-12-31,171,2448,14342897
08425014GEMI,Beimerstetten,2023-12-31,172,2467,14342892
08425014GEMI,Beimerstetten,2024-12-31,173,2479,14342889
08425017GEMI,Berghülen,2022-12-31,76,1990,26131650
08425017GEMI,Berghülen,2023-12-31,79,2062,26131650
08425017GEMI,Berghülen,2024-12-31,78,2051,26131494
08425019GEMI,Bernstadt,2022-12-31,162,2254,13938528
08425019GEMI,Bernstadt,2023-12-31,164,2288,13938525
08425019GEMI,Bernstadt,2024-12-31,166,2318,13938509
08425020GEMI,"Blaubeuren, Stadt",2022-12-31,160,12670,79108741
08425020GEMI,"Blaubeuren, Stadt",2023-12-31,160,12665,79108744
08425020GEMI,"Blaubeuren, Stadt",2024-12-31,161,12719,79107836
08425022GEMI,Börslingen,2022-12-31,29,180,6281035
08425022GEMI,Börslingen,2023-12-31,28,178,6281037
08425022GEMI,Börslingen,2024-12-31,27,168,6281038
08425024GEMI,Breitingen,2022-12-31,126,364,2886325
08425024GEMI,Breitingen,2023-12-31,123,354,2886325
08425024GEMI,Breitingen,2024-12-31,123,354,2886325
08425028GEMI,"Dietenheim, Stadt",2022-12-31,369,6914,18753092
08425028GEMI,"Dietenheim, Stadt",2023-12-31,364,6832,18752964
08425028GEMI,"Dietenheim, Stadt",2024-12-31,365,6843,18752959
08425031GEMI,Dornstadt,2022-12-31,154,9136,59234099
08425031GEMI,Dornstadt,2023-12-31,155,9207,59234099
08425031GEMI,Dornstadt,2024-12-31,156,9241,59234099
08425033GEMI,"Ehingen (Donau), Stadt",2022-12-31,154,27508,178332365
08425033GEMI,"Ehingen (Donau), Stadt",2023-12-31,156,27751,178332179
08425033GEMI,"Ehingen (Donau), Stadt",2024-12-31,156,27764,178332140
08425035GEMI,Emeringen,2022-12-31,22,165,7519036
08425035GEMI,Emeringen,2023-12-31,22,166,7519036
08425035GEMI,Emeringen,2024-12-31,23,176,7519036
08425036GEMI,Emerkingen,2022-12-31,112,830,7399740
08425036GEMI,Emerkingen,2023-12-31,111,823,7399739
08425036GEMI,Emerkingen,2024-12-31,110,816,7399744
08425039GEMI,"Erbach, Stadt",2022-12-31,220,13923,63286258
08425039GEMI,"Erbach, Stadt",2023-12-31,224,14157,63286255
08425039GEMI,"Erbach, Stadt",2024-12-31,223,14140,63286281
08425050GEMI,Griesingen,2022-12-31,124,1014,8150509
08425050GEMI,Griesingen,2023-12-31,126,1023,8150510
08425050GEMI,Griesingen,2024-12-31,125,1015,8150542
08425052GEMI,Grundsheim,2022-12-31,58,214,3696615
08425052GEMI,Grundsheim,2023-12-31,55,205,3696615
08425052GEMI,Grundsheim,2024-12-31,55,203,3696617
08425055GEMI,Hausen am Bussen,2022-12-31,79,277,3522347
08425055GEMI,Hausen am Bussen,2023-12-31,77,272,3522347
08425055GEMI,Hausen am Bussen,2024-12-31,80,283,3522348
08425062GEMI,Holzkirch,2022-12-31,33,271,8140847
08425062GEMI,Holzkirch,2023-12-31,34,273,8140847
08425062GEMI,Holzkirch,2024-12-31,35,283,8140846
08425064GEMI,Hüttisheim,2022-12-31,145,1502,10356670
08425064GEMI,Hüttisheim,2023-12-31,146,1510,10356670
08425064GEMI,Hüttisheim,2024-12-31,147,1524,10356670
08425066GEMI,Illerrieden,2022-12-31,186,3369,18160753
08425066GEMI,Illerrieden,2023-12-31,186,3376,18160753
08425066GEMI,Illerrieden,2024-12-31,185,3361,18160752
08425071GEMI,"Laichingen, Stadt",2022-12-31,174,12131,69830162
08425071GEMI,"Laichingen, Stadt",2023-12-31,177,12338,69830071
08425071GEMI,"Laichingen, Stadt",2024-12-31,178,12425,69831062
08425072GEMI,"Langenau, Stadt",2022-12-31,202,15125,75025528
08425072GEMI,"Langenau, Stadt",2023-12-31,204,15287,75025562
08425072GEMI,"Langenau, Stadt",2024-12-31,204,15274,75025555
08425073GEMI,Lauterach,2022-12-31,42,572,13758326
08425073GEMI,Lauterach,2023-12-31,42,581,13758328
08425073GEMI,Lauterach,2024-12-31,43,586,13758323
08425075GEMI,Lonsee,2022-12-31,117,5075,43323993
08425075GEMI,Lonsee,2023-12-31,119,5157,43324002
08425075GEMI,Lonsee,2024-12-31,119,5170,43323990
08425079GEMI,Merklingen,2022-12-31,95,2017,21312863
08425079GEMI,Merklingen,2023-12-31,96,2051,21312865
08425079GEMI,Merklingen,2024-12-31,98,2098,21312864
08425081GEMI,"Munderkingen, Stadt",2022-12-31,410,5362,13073365
08425081GEMI,"Munderkingen, Stadt",2023-12-31,414,5408,13073365
08425081GEMI,"Munderkingen, Stadt",2024-12-31,414,5408,13073366
08425083GEMI,Neenstetten,2022-12-31,100,830,8298216
08425083GEMI,Neenstetten,2023-12-31,100,830,8298216
08425083GEMI,Neenstetten,2024-12-31,100,827,8298216
08425084GEMI,Nellingen,2022-12-31,57,2023,35773850
08425084GEMI,Nellingen,2023-12-31,57,2040,35773827
08425084GEMI,Nellingen,2024-12-31,57,2047,35773872
08425085GEMI,Nerenstetten,2022-12-31,59,361,6093087
08425085GEMI,Nerenstetten,2023-12-31,61,373,6093086
08425085GEMI,Nerenstetten,2024-12-31,62,379,6093084
08425088GEMI,Oberdischingen,2022-12-31,254,2241,8823643
08425088GEMI,Oberdischingen,2023-12-31,261,2300,8823643
08425088GEMI,Oberdischingen,2024-12-31,265,2339,8823645
08425090GEMI,Obermarchtal,2022-12-31,49,1312,26588935
08425090GEMI,Obermarchtal,2023-12-31,50,1328,26588934
08425090GEMI,Obermarchtal,2024-12-31,50,1323,26588935
08425091GEMI,Oberstadion,2022-12-31,100,1580,15781329
08425091GEMI,Oberstadion,2023-12-31,100,1573,15781330
08425091GEMI,Oberstadion,2024-12-31,101,1598,15781385
08425092GEMI,Öllingen,2022-12-31,70,568,8090825
08425092GEMI,Öllingen,2023-12-31,67,541,8090823
08425092GEMI,Öllingen,2024-12-31,67,542,8090825
08425093GEMI,Öpfingen,2022-12-31,259,2296,8878346
08425093GEMI,Öpfingen,2023-12-31,256,2269,8878345
08425093GEMI,Öpfingen,2024-12-31,255,2268,8878347
08425097GEMI,Rammingen,2022-12-31,92,1288,14028761
08425097GEMI,Rammingen,2023-12-31,92,1288,14028762
08425097GEMI,Rammingen,2024-12-31,90,1264,14028761
08425098GEMI,Rechtenstein,2022-12-31,77,292,3776304
08425098GEMI,Rechtenstein,2023-12-31,77,289,3776304
08425098GEMI,Rechtenstein,2024-12-31,78,293,3776306
08425104GEMI,Rottenacker,2022-12-31,217,2231,10290117
08425104GEMI,Rottenacker,2023-12-31,217,2233,10290117
08425104GEMI,Rottenacker,2024-12-31,221,2278,10290117
08425108GEMI,"Schelklingen, Stadt",2022-12-31,87,6625,75871263
08425108GEMI,"Schelklingen, Stadt",2023-12-31,87,6621,75871264
08425108GEMI,"Schelklingen, Stadt",2024-12-31,87,6616,75871256
08425110GEMI,Schnürpflingen,2022-12-31,132,1411,10710459
08425110GEMI,Schnürpflingen,2023-12-31,134,1439,10710459
08425110GEMI,Schnürpflingen,2024-12-31,133,1425,10710460
08425112GEMI,Setzingen,2022-12-31,87,731,8419999
08425112GEMI,Setzingen,2023-12-31,89,749,8420001
08425112GEMI,Setzingen,2024-12-31,89,752,8420001
08425123GEMI,Untermarchtal,2022-12-31,155,873,5620809
08425123GEMI,Untermarchtal,2023-12-31,152,853,5620809
08425123GEMI,Untermarchtal,2024-12-31,149,840,5620808
08425124GEMI,Unterstadion,2022-12-31,90,797,8831759
08425124GEMI,Unterstadion,2023-12-31,103,910,8831760
08425124GEMI,Unterstadion,2024-12-31,103,909,8831753
08425125GEMI,Unterwachingen,2022-12-31,75,196,2598234
08425125GEMI,Unterwachingen,2023-12-31,76,198,2598233
08425125GEMI,Unterwachingen,2024-12-31,75,195,2598232
08425130GEMI,Weidenstetten,2022-12-31,80,1378,17214008
08425130GEMI,Weidenstetten,2023-12-31,82,1409,17214009
08425130GEMI,Weidenstetten,2024-12-31,82,1409,17214007
08425134GEMI,Westerheim,2022-12-31,132,3027,22912916
08425134GEMI,Westerheim,2023-12-31,134,3069,22912916
08425134GEMI,Westerheim,2024-12-31,134,3074,22912918
08425135GEMI,Westerstetten,2022-12-31,166,2173,13096294
08425135GEMI,Westerstetten,2023-12-31,162,2124,13096294
08425135GEMI,Westerstetten,2024-12-31,161,2111,13096295
08425137GEMI,Illerkirchberg,2022-12-31,431,4936,11450852
08425137GEMI,Illerkirchberg,2023-12-31,436,4989,11450851
08425137GEMI,Illerkirchberg,2024-12-31,440,5036,11450851
08425138GEMI,Staig,2022-12-31,184,3265,17748023
08425138GEMI,Staig,2023-12-31,186,3295,17748022
08425138GEMI,Staig,2024-12-31,185,3281,17748022
08425139GEMI,Heroldstatt,2022-12-31,127,2860,22581178
08425139GEMI,Heroldstatt,2023-12-31,129,2918,22581094
08425139GEMI,Heroldstatt,2024-12-31,130,2931,22581053
08425140GEMI,Balzheim,2022-12-31,121,2128,17568714
08425140GEMI,Balzheim,2023-12-31,122,2148,17568713
08425140GEMI,Balzheim,2024-12-31,122,2137,17568707
08425141GEMI,"Blaustein, Stadt",2022-12-31,297,16528,55612752
08425141GEMI,"Blaustein, Stadt",2023-12-31,296,16469,55612749
08425141GEMI,"Blaustein, Stadt",2024-12-31,298,16581,55612818
08426001GEMI,Achstetten,2022-12-31,212,4963,23381749
08426001GEMI,Achstetten,2023-12-31,215,5021,23381748
08426001GEMI,Achstetten,2024-12-31,219,5116,23381748
